Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Sodium Ion Transport (GO:0006814),1/89,0.591989195722158,0.7437301025514463,0,0,1.1256281407035176,0.5901295699518402,SCNN1D
GO_Biological_Process_2023,Anterograde Trans-Synaptic Signaling (GO:0098916),2/199,0.5939725563145565,0.7449655798894689,0,0,1.005127416294929,0.523593146960198,UTS2;GABRD
GO_Biological_Process_2023,Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),1/90,0.5960875287025766,0.7463616956023859,0,0,1.1129241714188922,0.5757910883551692,DVL1
GO_Biological_Process_2023,Regulation Of RNA Metabolic Process (GO:0051252),1/91,0.6001448988156681,0.7489245387230699,0,0,1.100502512562814,0.5618991453376235,CCNL2
GO_Biological_Process_2023,Positive Regulation Of Binding (GO:0051099),1/91,0.6001448988156681,0.7489245387230699,0,0,1.100502512562814,0.5618991453376235,SKI
GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),2/204,0.607505270072967,0.7499935663012135,0,0,0.97999799979998,0.4884255433235287,TNFRSF14;ISG15
GO_Biological_Process_2023,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),1/93,0.6081383763355012,0.7499935663012135,0,0,1.0764693030369237,0.5353850545471538,PARK7
GO_Biological_Process_2023,Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135),1/93,0.6081383763355012,0.7499935663012135,0,0,1.0764693030369237,0.5353850545471538,PARK7
GO_Biological_Process_2023,Protein O-linked Glycosylation (GO:0006493),1/93,0.6081383763355012,0.7499935663012135,0,0,1.0764693030369237,0.5353850545471538,B3GALT6
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),1/93,0.6081383763355012,0.7499935663012135,0,0,1.0764693030369237,0.5353850545471538,RPL22
GO_Biological_Process_2023,Positive Regulation Of Cellular Component Biogenesis (GO:0044089),1/93,0.6081383763355012,0.7499935663012135,0,0,1.0764693030369237,0.5353850545471538,PARK7
GO_Biological_Process_2023,Sphingolipid Metabolic Process (GO:0006665),1/94,0.6120752863236749,0.7499935663012135,0,0,1.0648403306856864,0.5227301046685241,CPTP
GO_Biological_Process_2023,Vesicle Organization (GO:0016050),1/94,0.6120752863236749,0.7499935663012135,0,0,1.0648403306856864,0.5227301046685241,VAMP3
GO_Biological_Process_2023,Peptidyl-Lysine Modification (GO:0018205),1/94,0.6120752863236749,0.7499935663012135,0,0,1.0648403306856864,0.5227301046685241,PARK7
GO_Biological_Process_2023,Muscle Contraction (GO:0006936),1/94,0.6120752863236749,0.7499935663012135,0,0,1.0648403306856864,0.5227301046685241,UTS2
GO_Biological_Process_2023,"Retrograde Transport, Endosome To Golgi (GO:0042147)",1/94,0.6120752863236749,0.7499935663012135,0,0,1.0648403306856864,0.5227301046685241,VAMP3
GO_Biological_Process_2023,Negative Regulation Of Cell Differentiation (GO:0045596),2/207,0.6154601156600987,0.7522946969470977,0,0,0.9655087459965508,0.4686435933664049,SKI;HES5
GO_Biological_Process_2023,Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),1/95,0.6159728391110465,0.7522946969470977,0,0,1.0534587832780926,0.5104559909803796,HES5
GO_Biological_Process_2023,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),1/96,0.6198314260741546,0.755768269108421,0,0,1.0423168473948692,0.4985482066164667,SKI
GO_Biological_Process_2023,Regulation Of Defense Response (GO:0031347),1/97,0.6236514348962008,0.7591835277739698,0,0,1.0314070351758795,0.4869929254325685,PARK7
GO_Biological_Process_2023,Phosphorylation (GO:0016310),4/429,0.6247296602079585,0.7592554597959692,0,0,0.9303721488595438,0.4376808001529695,CDK11A;PRKCZ;CDK11B;NADK
GO_Biological_Process_2023,Mitochondrial Translation (GO:0032543),1/98,0.6274332493027582,0.7600614158220405,0,0,1.0207221675387246,0.4757769643136218,MRPL20
GO_Biological_Process_2023,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),1/98,0.6274332493027582,0.7600614158220405,0,0,1.0207221675387246,0.4757769643136218,PRDM16
GO_Biological_Process_2023,ncRNA Processing (GO:0034470),1/100,0.6348838112697764,0.7678383756428303,0,0,1.0,0.454313271209604,INTS11
GO_Biological_Process_2023,rRNA Processing (GO:0006364),1/101,0.6385533074411538,0.7710246580934514,0,0,0.9899497487437184,0.4440420770500481,NOL9
GO_Biological_Process_2023,Activation Of GTPase Activity (GO:0090630),1/102,0.642186106799596,0.7729057343549257,0,0,0.9800985123637992,0.4340632175669919,ARHGEF16
GO_Biological_Process_2023,Regulation Of RNA Splicing (GO:0043484),1/102,0.642186106799596,0.7729057343549257,0,0,0.9800985123637992,0.4340632175669919,CCNL2
GO_Biological_Process_2023,Inorganic Cation Import Across Plasma Membrane (GO:0098659),1/103,0.6457825744876868,0.7747311078797531,0,0,0.9704404374815252,0.4243662317025385,SCNN1D
GO_Biological_Process_2023,Mitochondrial Gene Expression (GO:0140053),1/103,0.6457825744876868,0.7747311078797531,0,0,0.9704404374815252,0.4243662317025385,MRPL20
GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway (GO:0097193),1/105,0.6528679573920863,0.7807168992890919,0,0,0.9516814843448008,0.4057783123183748,TP73
GO_Biological_Process_2023,Regulation Of Neuron Apoptotic Process (GO:0043523),1/105,0.6528679573920863,0.7807168992890919,0,0,0.9516814843448008,0.4057783123183748,PARK7
GO_Biological_Process_2023,Positive Regulation Of Autophagy (GO:0010508),1/107,0.6598123057378238,0.7877566791260877,0,0,0.933630416232104,0.388203405372955,PARK7
GO_Biological_Process_2023,Protein Polyubiquitination (GO:0000209),2/226,0.6629906518949221,0.7880513364551062,0,0,0.8827561327561327,0.3628078170664868,PEX10;UBE2J2
GO_Biological_Process_2023,Positive Regulation Of Metabolic Process (GO:0009893),1/108,0.6632324670568477,0.7880513364551062,0,0,0.9248579345324754,0.3797741558133871,PRDM16
GO_Biological_Process_2023,Lipid Transport (GO:0006869),1/108,0.6632324670568477,0.7880513364551062,0,0,0.9248579345324754,0.3797741558133871,CPTP
GO_Biological_Process_2023,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),4/452,0.6652518495370231,0.7883027264533577,0,0,0.8815597667638484,0.3593145829390289,CDK11A;PERM1;DVL1;CDK11B
GO_Biological_Process_2023,Positive Regulation Of Wnt Signaling Pathway (GO:0030177),1/109,0.6666184129739804,0.7883027264533577,0,0,0.916247906197655,0.3715728772578474,SKI
GO_Biological_Process_2023,Regulation Of Wnt Signaling Pathway (GO:0030111),1/109,0.6666184129739804,0.7883027264533577,0,0,0.916247906197655,0.3715728772578474,SKI
GO_Biological_Process_2023,RNA Metabolic Process (GO:0016070),1/111,0.6732890175997336,0.7936713894174076,0,0,0.8994974874371859,0.3558237511616551,NOL9
GO_Biological_Process_2023,T Cell Activation (GO:0042110),1/111,0.6732890175997336,0.7936713894174076,0,0,0.8994974874371859,0.3558237511616551,TNFRSF4
GO_Biological_Process_2023,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),2/232,0.6769910005907156,0.7967745583571613,0,0,0.8594642072902943,0.3352746660483986,MIB2;TNFRSF25
GO_Biological_Process_2023,Positive Regulation Of Cellular Component Organization (GO:0051130),1/113,0.6798268039735822,0.7988501087702189,0,0,0.8833452979181622,0.3408981557475202,PARK7
GO_Biological_Process_2023,Positive Regulation Of GTPase Activity (GO:0043547),2/234,0.6815520032758883,0.7996161298276169,0,0,0.8519679554162313,0.3266297952317327,ARHGEF16;AGRN
GO_Biological_Process_2023,Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),1/114,0.683046714602197,0.8001097521676678,0,0,0.8754836127540356,0.3337273716848506,NPHP4
GO_Biological_Process_2023,Protein Maturation (GO:0051604),1/117,0.692514396042861,0.8072078850150725,0,0,0.8527118350372552,0.3133087141185804,MMEL1
GO_Biological_Process_2023,Protein Processing (GO:0016485),1/117,0.692514396042861,0.8072078850150725,0,0,0.8527118350372552,0.3133087141185804,MMEL1
GO_Biological_Process_2023,Regulation Of Inflammatory Response (GO:0050727),2/240,0.6949213024589003,0.8072078850150725,0,0,0.8302351243527714,0.3021696142490626,PARK7;VAMP3
GO_Biological_Process_2023,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),1/118,0.6956073317848006,0.8072078850150725,0,0,0.845380749903363,0.3068478138715934,TNFRSF25
GO_Biological_Process_2023,Positive Regulation Of Cell Projection Organization (GO:0031346),1/118,0.6956073317848006,0.8072078850150725,0,0,0.845380749903363,0.3068478138715934,DVL1
GO_Biological_Process_2023,Ribonucleoprotein Complex Biogenesis (GO:0022613),1/118,0.6956073317848006,0.8072078850150725,0,0,0.845380749903363,0.3068478138715934,NOC2L
GO_Biological_Process_2023,Protein Localization To Nucleus (GO:0034504),1/122,0.7076725687660174,0.8181317519100336,0,0,0.8172681589767017,0.2825898889623316,DVL1
GO_Biological_Process_2023,Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),2/246,0.7078260186562699,0.8181317519100336,0,0,0.8095711210465308,0.2797529288928009,PARK7;PRKCZ
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),3/364,0.7083154093717741,0.8181317519100336,0,0,0.8200149050156784,0.2827950888731549,RNF207;PARK7;VAMP3
GO_Biological_Process_2023,Modulation Of Chemical Synaptic Transmission (GO:0050804),1/123,0.7106137702230504,0.8195158805203909,0,0,0.8105280500864981,0.2768976317492876,TPRG1L
GO_Biological_Process_2023,Response To Cytokine (GO:0034097),1/125,0.7164081282131235,0.8249212604617882,0,0,0.7973739666072297,0.2659284143992235,ISG15
GO_Biological_Process_2023,Positive Regulation Of Intracellular Protein Transport (GO:0090316),1/126,0.7192618685309876,0.8269291544067683,0,0,0.7909547738693468,0.2606431490060761,UBE2J2
GO_Biological_Process_2023,Regulation Of Response To External Stimulus (GO:0032101),1/127,0.7220870340624399,0.8276228313484888,0,0,0.7846374730796841,0.2554854949797123,PARK7
GO_Biological_Process_2023,Cytosolic Transport (GO:0016482),1/127,0.7220870340624399,0.8276228313484888,0,0,0.7846374730796841,0.2554854949797123,VAMP3
GO_Biological_Process_2023,Protein Targeting (GO:0006605),1/129,0.7276527766729426,0.8327209195412323,0,0,0.7722989949748744,0.2455380232172469,ICMT
GO_Biological_Process_2023,Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178),1/130,0.7303939147263233,0.8345758688207222,0,0,0.7662732265981068,0.2407410413206643,SKI
GO_Biological_Process_2023,Circulatory System Development (GO:0072359),1/132,0.7357941059880472,0.8394588192359803,0,0,0.7544976792358741,0.2314836202546984,DVL1
GO_Biological_Process_2023,DNA Damage Response (GO:0006974),3/384,0.7417820625519921,0.8449963862404192,0,0,0.776170110715856,0.2318418531073269,PARK7;FAAP20;TP73
GO_Biological_Process_2023,Regulation Of Protein Kinase B Signaling (GO:0051896),1/136,0.7462737148219287,0.8488151412860105,0,0,0.7319932998324958,0.2142272351530403,PARK7
GO_Biological_Process_2023,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),1/137,0.7488283343138599,0.8504224223533927,0,0,0.7265740467041087,0.210158284256341,C1QTNF12
GO_Biological_Process_2023,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),1/140,0.7563396476796467,0.8576454147965552,0,0,0.7107841365098876,0.1984969430102926,NPHP4
GO_Biological_Process_2023,Regulation Of Cell Adhesion (GO:0030155),1/144,0.7660081552523519,0.8672888687887571,0,0,0.690761499806726,0.1841310865645969,TNFRSF18
GO_Biological_Process_2023,Regulation Of Cold-Induced Thermogenesis (GO:0120161),1/146,0.7706982785234464,0.8686387556731733,0,0,0.6811644429041761,0.1774149463430572,PRDM16
GO_Biological_Process_2023,Negative Regulation Of Response To External Stimulus (GO:0032102),1/146,0.7706982785234464,0.8686387556731733,0,0,0.6811644429041761,0.1774149463430572,AJAP1
GO_Biological_Process_2023,Neuron Projection Morphogenesis (GO:0048812),1/146,0.7706982785234464,0.8686387556731733,0,0,0.6811644429041761,0.1774149463430572,DVL1
GO_Biological_Process_2023,Protein Glycosylation (GO:0006486),1/147,0.7730081424044016,0.869926081708881,0,0,0.6764645143525848,0.1741664076420715,B3GALT6
GO_Biological_Process_2023,Defense Response To Symbiont (GO:0140546),1/148,0.7752948529641656,0.8710995302496531,0,0,0.6718285304071377,0.1709883332727604,ISG15
GO_Biological_Process_2023,Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433),1/149,0.777558641095328,0.8710995302496531,0,0,0.6672551948933858,0.1678788815691765,TNFRSF4
GO_Biological_Process_2023,Skeletal System Development (GO:0001501),1/149,0.777558641095328,0.8710995302496531,0,0,0.6672551948933858,0.1678788815691765,HES5
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),1/150,0.7797997353776313,0.8722985027872903,0,0,0.6627432464335098,0.164836268730291,MRPL20
GO_Biological_Process_2023,Cellular Response To Organic Cyclic Compound (GO:0071407),1/152,0.7842147458452606,0.8746107569681425,0,0,0.6538986322340178,0.1589447004917271,GNB1
GO_Biological_Process_2023,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),1/152,0.7842147458452606,0.8746107569681425,0,0,0.6538986322340178,0.1589447004917271,PRKCZ
GO_Biological_Process_2023,DNA Metabolic Process (GO:0006259),2/288,0.7859134587550115,0.875195107283234,0,0,0.6891996891996892,0.1660341294748642,DFFB;PARK7
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),1/155,0.7906726445156229,0.8791807763643866,0,0,0.6410624551328069,0.1505671382701188,NOC2L
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),1/158,0.7969382105229577,0.8835103673208384,0,0,0.6287168325704958,0.1427049714417737,RPL22
GO_Biological_Process_2023,Peptidyl-Serine Phosphorylation (GO:0018105),1/158,0.7969382105229577,0.8835103673208384,0,0,0.6287168325704958,0.1427049714417737,PRKCZ
GO_Biological_Process_2023,Gene Expression (GO:0010467),2/296,0.798532552495655,0.8839624838176271,0,0,0.6701710987425273,0.1507747889344095,RPL22;NOL9
GO_Biological_Process_2023,Regulation Of Macromolecule Metabolic Process (GO:0060255),1/162,0.8050029422478624,0.889802955452014,0,0,0.6129716907518962,0.1329592889277211,TP73
GO_Biological_Process_2023,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),1/163,0.8069688204409236,0.8906544758940563,0,0,0.6091568955890564,0.1306460303698868,UTS2
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),4/557,0.8114811586603311,0.8943098568076133,0,0,0.7103000332140089,0.1483774934232576,PRDM16;ZBTB48;HES5;TP73
GO_Biological_Process_2023,Peptidyl-Serine Modification (GO:0018209),1/166,0.8127489127472175,0.894383958636155,0,0,0.5979899497487438,0.1239830846623929,PRKCZ
GO_Biological_Process_2023,Regulation Of Cytokine Production (GO:0001817),1/167,0.8146370791826294,0.8951395634086413,0,0,0.5943573288127384,0.1218507214181255,ISG15
GO_Biological_Process_2023,Brain Development (GO:0007420),1/169,0.8183567646763946,0.8979024884888278,0,0,0.5872218234027279,0.1177126632932345,HES5
GO_Biological_Process_2023,Metal Ion Transport (GO:0030001),1/171,0.8220021720657791,0.9005759091014787,0,0,0.5802542122376588,0.1137369287884457,SCNN1D
GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),1/174,0.8273342321436886,0.9050866416256212,0,0,0.5701048595579051,0.1080613895941531,PARK7
GO_Biological_Process_2023,Positive Regulation Of Hydrolase Activity (GO:0051345),1/176,0.8308003376270978,0.9066822641754912,0,0,0.5635319454414932,0.1044595389554742,AGRN
GO_Biological_Process_2023,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),2/319,0.8312268274253161,0.9066822641754912,0,0,0.6208138163974126,0.114759025840807,PEX10;UBE2J2
GO_Biological_Process_2023,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),1/179,0.8358701042759268,0.9097816656202826,0,0,0.5539495228953758,0.0993132091800345,PRKCZ
GO_Biological_Process_2023,Endosomal Transport (GO:0016197),1/180,0.8375262086141492,0.9097816656202826,0,0,0.5508267594958031,0.0976630837566713,VAMP3
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),5/705,0.8377318424369313,0.9097816656202826,0,0,0.6996336996336996,0.1238752026343773,TNFRSF25;CCNL2;PLEKHN1;PARK7;ATAD3A
GO_Biological_Process_2023,RNA Processing (GO:0006396),1/183,0.8423954165645876,0.909842041081233,0,0,0.5416643657849688,0.0928985582326719,NOL9
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),1/183,0.8423954165645876,0.909842041081233,0,0,0.5416643657849688,0.0928985582326719,RPL22
GO_Biological_Process_2023,Protein-Containing Complex Assembly (GO:0065003),2/328,0.8426692206506912,0.909842041081233,0,0,0.6033959224143273,0.1032897855845483,HES5;VAMP3
GO_Biological_Process_2023,Protein Modification Process (GO:0036211),5/711,0.843017674584552,0.909842041081233,0,0,0.693469891770175,0.1184220191256534,CDK11A;ICMT;PARK7;PRKCZ;CDK11B
GO_Biological_Process_2023,Phosphate-Containing Compound Metabolic Process (GO:0006796),1/184,0.8439859992638473,0.909842041081233,0,0,0.5386769915149519,0.0913700535900012,NADK
GO_Biological_Process_2023,Proteolysis (GO:0006508),2/330,0.8451150233935748,0.909842041081233,0,0,0.5996550874599655,0.1009114803598987,MMP23B;MMEL1
GO_Biological_Process_2023,Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),1/186,0.8471194043176771,0.9106839195045736,0,0,0.5327991307890806,0.0883986330790981,PARK7
GO_Biological_Process_2023,Intracellular Monoatomic Cation Homeostasis (GO:0030003),1/190,0.8531995871926543,0.9158986923033536,0,0,0.5214166068437425,0.0827810266527351,SCNN1D
GO_Biological_Process_2023,Transcription By RNA Polymerase II (GO:0006366),1/192,0.8561488312819886,0.9164236771624736,0,0,0.5159041279696914,0.0801256116253105,SSU72
GO_Biological_Process_2023,Modification-Dependent Protein Catabolic Process (GO:0019941),1/192,0.8561488312819886,0.9164236771624736,0,0,0.5159041279696914,0.0801256116253105,ISG15
GO_Biological_Process_2023,Regulation Of Cell Differentiation (GO:0045595),1/193,0.8576012689701117,0.9166613276653274,0,0,0.5131909547738693,0.0788343463225011,HES5
GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),1/196,0.8618716082753269,0.9187090884500856,0,0,0.5052183996907615,0.075100192580976,AURKAIP1
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),3/480,0.8619834266128992,0.9187090884500856,0,0,0.6168949334354947,0.0916207636943647,RNF207;PARK7;NOC2L
GO_Biological_Process_2023,Golgi Vesicle Transport (GO:0048193),1/197,0.8632665450936166,0.9187622515639204,0,0,0.5026151163983181,0.0739003936329984,RER1
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),16/2028,0.8720419571234599,0.9267778288972576,0,0,0.768778632552511,0.1052594331318941,ZBTB48;PARK7;NOC2L;SKI;THAP3;PER3;PRDM16;DVL1;CAMTA1;CCNL2;AGRN;HES3;HES2;HES5;TP73;HES4
GO_Biological_Process_2023,Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),1/207,0.8764676095391304,0.9301543719467978,0,0,0.477972386202859,0.0630233021279371,NPHP4
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),3/500,0.8797747087345104,0.9315959991295948,0,0,0.5914573736837268,0.0757594302278137,CDK11A;PRKCZ;CDK11B
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),9/1243,0.880326957566758,0.9315959991295948,0,0,0.7089446485697557,0.0903634303597776,SKI;THAP3;PRDM16;DVL1;ZBTB48;PARK7;AGRN;HES5;TP73
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),8/1127,0.881770203495374,0.9317997185873104,0,0,0.6955987488829312,0.0875228758956955,CDK11A;RNF207;PERM1;DVL1;CCNL2;PARK7;CDK11B;TP73
GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),5/763,0.8831547899873671,0.9319409611056494,0,0,0.6441377444015967,0.0800372025079661,SKI;PER3;PRDM16;NOC2L;HES5
GO_Biological_Process_2023,Regulation Of GTPase Activity (GO:0043087),1/214,0.8849459769149011,0.9325102585595492,0,0,0.4620992285370514,0.0564817782115859,AGRN
GO_Biological_Process_2023,Proteasomal Protein Catabolic Process (GO:0010498),1/220,0.8917506349336075,0.9383534223524542,0,0,0.4493013010256763,0.0514758851676479,PEX10
GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),2/377,0.8935096046630641,0.9388782164654198,0,0,0.5232323232323233,0.0589150151393398,TNFRSF14;PARK7
GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),2/379,0.8952205959760556,0.9393511887354384,0,0,0.5204029686788307,0.0576008625004347,SKI;TP73
GO_Biological_Process_2023,Positive Regulation Of Protein Modification Process (GO:0031401),1/225,0.8971141839201324,0.9400141589599136,0,0,0.4391600861450108,0.0476805458252078,CAMTA1
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),3/525,0.8991439054156172,0.9406063951286344,0,0,0.562401540346578,0.0597901363518623,MIB2;TNFRSF25;PARK7
GO_Biological_Process_2023,Chromatin Remodeling (GO:0006338),1/228,0.9002045097002905,0.9406063951286344,0,0,0.4332897970026343,0.0455531898856198,PRDM16
GO_Biological_Process_2023,Positive Regulation Of Multicellular Organismal Process (GO:0051240),2/387,0.901813093902046,0.9409674439174012,0,0,0.5093795093795094,0.0526433501530703,PRDM16;TP73
GO_Biological_Process_2023,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),1/231,0.9032024612713536,0.9410990680379838,0,0,0.427572645837885,0.04353054728426,NOC2L
GO_Biological_Process_2023,Positive Regulation Of Developmental Process (GO:0051094),1/233,0.9051511368689948,0.94181228626732,0,0,0.4238433547045572,0.0422374089679661,DVL1
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),3/537,0.90740956784027,0.9421460888325444,0,0,0.5494210916557349,0.0533825046377804,SKI;PARK7;VAMP3
GO_Biological_Process_2023,Inflammatory Response (GO:0006954),1/236,0.9080011970225056,0.9421460888325444,0,0,0.4183684379343526,0.04037656309841,TNFRSF4
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),6/938,0.9118912057449128,0.9426206010350356,0,0,0.62612273793195,0.0577501727518163,SKI;THAP3;DVL1;PARK7;AGRN;TP73
GO_Biological_Process_2023,Regulation Of Autophagy (GO:0010506),1/241,0.9125631604074556,0.9426206010350356,0,0,0.4095477386934673,0.0374727904092101,CPTP
GO_Biological_Process_2023,Cilium Assembly (GO:0060271),1/243,0.9143242732694472,0.9426206010350356,0,0,0.4061215166742805,0.0363762984371287,CFAP74
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),1/244,0.915191548398542,0.9426206010350356,0,0,0.404429555183324,0.0358413128074068,PRKCZ
GO_Biological_Process_2023,Cellular Response To Oxygen-Containing Compound (GO:1901701),2/406,0.9159565907923936,0.9426206010350356,0,0,0.4849484948494849,0.0425718366699848,GNB1;PEX10
GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death (GO:0043068),1/245,0.9160500874488132,0.9426206010350356,0,0,0.4027514622291787,0.0353149539339825,PLEKHN1
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),14/1922,0.9214181076533616,0.9468365382093163,0,0,0.7058226820856157,0.0577654983473305,CDK11A;PERM1;ZBTB48;CDK11B;PRDM16;DVL1;CAMTA1;CCNL2;HES3;TNFRSF4;HES2;HES5;TP73;HES4
GO_Biological_Process_2023,Regulation Of Protein Phosphorylation (GO:0001932),1/265,0.9315149836928184,0.954680696372248,0,0,0.371859296482412,0.0263808153780512,PARK7
GO_Biological_Process_2023,Nervous System Development (GO:0007399),2/433,0.932806755878489,0.954680696372248,0,0,0.4539361128688275,0.0315745344465643,DVL1;HES5
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),1/267,0.9328960361865728,0.954680696372248,0,0,0.3690255790229342,0.0256330754014875,PRKCZ
GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process (GO:0043065),1/270,0.934915823644066,0.9554352381547724,0,0,0.364854009826082,0.0245542304451752,PLEKHN1
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),1/272,0.9362286241560074,0.9554661986249664,0,0,0.3621242745090767,0.023862387563056,TNFRSF18
GO_Biological_Process_2023,Monoatomic Cation Transmembrane Transport (GO:0098655),1/281,0.941817631809925,0.958753784773556,0,0,0.3503230437903805,0.0209996313976804,SCNN1D
GO_Biological_Process_2023,Central Nervous System Development (GO:0007417),1/283,0.942991863401127,0.958753784773556,0,0,0.3478028440072704,0.0204152008435275,HES5
GO_Biological_Process_2023,Inorganic Cation Transmembrane Transport (GO:0098662),1/284,0.9435701057554372,0.958753784773556,0,0,0.3465561020650958,0.0201295770735271,SCNN1D
GO_Biological_Process_2023,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),2/456,0.944597688622537,0.958753784773556,0,0,0.4304276242602233,0.0245327253825745,PRDM16;TNFRSF4
GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),6/1025,0.9471244735491964,0.960010520808369,0,0,0.570025191465253,0.0309664786260047,SKI;PER3;PRDM16;NOC2L;TNFRSF4;HES5
GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),1/297,0.950576904100423,0.9622008064603466,0,0,0.3311150346326226,0.0167829665853939,TNFRSF25
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),2/482,0.9555613024100876,0.9657920050361508,0,0,0.4065656565656566,0.0184809948260223,PARK7;ATAD3A
GO_Biological_Process_2023,Positive Regulation Of MAPK Cascade (GO:0043410),1/310,0.9567174492841332,0.9657920050361508,0,0,0.3169732155925257,0.0140251701108881,PRKCZ
GO_Biological_Process_2023,Negative Regulation Of Gene Expression (GO:0010629),1/336,0.9668132087126,0.9746628423422018,0,0,0.2919822995574889,0.0098543932506148,PARK7
GO_Biological_Process_2023,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),1/367,0.9758321428247156,0.9824256032492068,0,0,0.2668259329434055,0.0065278143126657,PEX10
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),1/381,0.9790603882841123,0.9843454646041347,0,0,0.2568103676276117,0.0054346093696722,ATAD3A
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),2/594,0.9832352683701426,0.985928116426483,0,0,0.3277368277368277,0.0055409975075039,TNFRSF18;HES5
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),3/766,0.9839346502071156,0.985928116426483,0,0,0.3799522323715497,0.0061536290452512,SKI;TNFRSF9;HES5
GO_Biological_Process_2023,Vesicle-Mediated Transport (GO:0016192),1/411,0.9846047229816152,0.985928116426483,0,0,0.237651672999142,0.003687169227721,VAMP3
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),1/483,0.9926550664062814,0.9926550664062814,0,0,0.2014011968556475,0.0014847377662689,HES5
