Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Skeletal System Morphogenesis (GO:0048705),1/43,0.3511932019412653,0.6014688171177992,0,0,2.363962670495334,2.473694919601735,SKI
GO_Biological_Process_2023,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),1/43,0.3511932019412653,0.6014688171177992,0,0,2.363962670495334,2.473694919601735,MTCO2P12
GO_Biological_Process_2023,Bone Development (GO:0060348),1/44,0.3576952382847675,0.6056430739139813,0,0,2.308869931050602,2.373689018141451,SKI
GO_Biological_Process_2023,Nucleobase-Containing Compound Catabolic Process (GO:0034655),1/44,0.3576952382847675,0.6056430739139813,0,0,2.308869931050602,2.373689018141451,DFFB
GO_Biological_Process_2023,Mitotic Spindle Assembly (GO:0090307),1/44,0.3576952382847675,0.6056430739139813,0,0,2.308869931050602,2.373689018141451,WRAP73
GO_Biological_Process_2023,Regulation Of B Cell Proliferation (GO:0030888),1/44,0.3576952382847675,0.6056430739139813,0,0,2.308869931050602,2.373689018141451,TNFRSF4
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription Elongation (GO:0032784),1/44,0.3576952382847675,0.6056430739139813,0,0,2.308869931050602,2.373689018141451,INTS11
GO_Biological_Process_2023,Protein-Containing Complex Organization (GO:0043933),2/126,0.3596901730363681,0.6076398614786717,0,0,1.6028022157054416,1.638884897548312,HES5;VAMP3
GO_Biological_Process_2023,Regulation Of Stem Cell Differentiation (GO:2000736),1/45,0.3641324366778817,0.6109879849662656,0,0,2.256281407035176,2.279380404926681,HES5
GO_Biological_Process_2023,Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912),1/45,0.3641324366778817,0.6109879849662656,0,0,2.256281407035176,2.279380404926681,TAS1R3
GO_Biological_Process_2023,Determination Of Left/Right Symmetry (GO:0007368),1/45,0.3641324366778817,0.6109879849662656,0,0,2.256281407035176,2.279380404926681,MMP23A
GO_Biological_Process_2023,Epithelial Cell Migration (GO:0010631),1/46,0.3705054405101429,0.6147584703342015,0,0,2.2060301507537687,2.1903389894516705,TNFRSF25
GO_Biological_Process_2023,Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),1/46,0.3705054405101429,0.6147584703342015,0,0,2.2060301507537687,2.1903389894516705,ERRFI1
GO_Biological_Process_2023,Regulation Of Fibroblast Proliferation (GO:0048145),1/46,0.3705054405101429,0.6147584703342015,0,0,2.2060301507537687,2.1903389894516705,SKI
GO_Biological_Process_2023,Antiviral Innate Immune Response (GO:0140374),1/46,0.3705054405101429,0.6147584703342015,0,0,2.2060301507537687,2.1903389894516705,ATAD3A
GO_Biological_Process_2023,Intracellular Protein Transmembrane Transport (GO:0065002),1/46,0.3705054405101429,0.6147584703342015,0,0,2.2060301507537687,2.1903389894516705,PEX10
GO_Biological_Process_2023,Regulation Of Cell Cycle Process (GO:0010564),2/130,0.3740455278662269,0.6192531516896423,0,0,1.5523989898989898,1.5265946362115397,KLHL21;CCNL2
GO_Biological_Process_2023,Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),1/47,0.376814886705751,0.6197066017566986,0,0,2.1579637317019884,2.1061752538856453,HES5
GO_Biological_Process_2023,Protein Monoubiquitination (GO:0006513),1/47,0.376814886705751,0.6197066017566986,0,0,2.1579637317019884,2.1061752538856453,FAAP20
GO_Biological_Process_2023,Regulation Of Wound Healing (GO:0061041),1/47,0.376814886705751,0.6197066017566986,0,0,2.1579637317019884,2.1061752538856453,AJAP1
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),1/48,0.3830614060395898,0.624465530633467,0,0,2.111942692184326,2.026535673888961,NOC2L
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),1/48,0.3830614060395898,0.624465530633467,0,0,2.111942692184326,2.026535673888961,MIB2
GO_Biological_Process_2023,Regulation Of DNA Binding (GO:0051101),1/48,0.3830614060395898,0.624465530633467,0,0,2.111942692184326,2.026535673888961,SKI
GO_Biological_Process_2023,"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",1/48,0.3830614060395898,0.624465530633467,0,0,2.111942692184326,2.026535673888961,RER1
GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),1/49,0.3892456229672477,0.6317821113520686,0,0,2.0678391959798996,1.9510987409424112,TP73
GO_Biological_Process_2023,Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),1/49,0.3892456229672477,0.6317821113520686,0,0,2.0678391959798996,1.9510987409424112,PARK7
GO_Biological_Process_2023,Regulation Of Interferon-Beta Production (GO:0032648),1/50,0.3953681557510544,0.6336864421523193,0,0,2.025535842477695,1.8795714928238216,ISG15
GO_Biological_Process_2023,Ribosome Assembly (GO:0042255),1/50,0.3953681557510544,0.6336864421523193,0,0,2.025535842477695,1.8795714928238216,MRPL20
GO_Biological_Process_2023,Positive Regulation Of Developmental Growth (GO:0048639),1/50,0.3953681557510544,0.6336864421523193,0,0,2.025535842477695,1.8795714928238216,AGRN
GO_Biological_Process_2023,Regulation Of Cell Growth (GO:0001558),3/227,0.3967452413447178,0.6336864421523193,0,0,1.3308556925308197,1.2303240695701096,CDK11A;ATAD3A;CDK11B
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),4/320,0.3980414990255422,0.6336864421523193,0,0,1.2583311805734951,1.1591734380794672,TNFRSF14;ISG15;PARK7;PRKCZ
GO_Biological_Process_2023,Protein Localization To Organelle (GO:0033365),2/137,0.3988450044858849,0.6336864421523193,0,0,1.4713804713804717,1.3524670293145111,DVL1;ISG15
GO_Biological_Process_2023,Apoptotic Process (GO:0006915),3/228,0.3994350278292476,0.6336864421523193,0,0,1.3248730964467006,1.2158415530366304,CDK11A;TNFRSF25;CDK11B
GO_Biological_Process_2023,SMAD Protein Signal Transduction (GO:0060395),1/51,0.4014296166851454,0.6336864421523193,0,0,1.984924623115578,1.81168647959329,SKI
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377),1/51,0.4014296166851454,0.6336864421523193,0,0,1.984924623115578,1.81168647959329,ARHGEF16
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078),1/51,0.4014296166851454,0.6336864421523193,0,0,1.984924623115578,1.81168647959329,ARHGEF16
GO_Biological_Process_2023,Microtubule Bundle Formation (GO:0001578),1/51,0.4014296166851454,0.6336864421523193,0,0,1.984924623115578,1.81168647959329,CFAP74
GO_Biological_Process_2023,Regulated Exocytosis (GO:0045055),1/51,0.4014296166851454,0.6336864421523193,0,0,1.984924623115578,1.81168647959329,SDF4
GO_Biological_Process_2023,Organelle Organization (GO:0006996),5/418,0.4068025836614005,0.6336864421523193,0,0,1.2036381697398646,1.0825849854272211,PEX10;PARK7;ATAD3B;ATAD3A;ATAD3C
GO_Biological_Process_2023,Negative Regulation Of Innate Immune Response (GO:0045824),1/52,0.4074306117999475,0.6336864421523193,0,0,1.9459060005911912,1.7471991060741807,ISG15
GO_Biological_Process_2023,Rho Protein Signal Transduction (GO:0007266),1/52,0.4074306117999475,0.6336864421523193,0,0,1.9459060005911912,1.7471991060741807,TNFRSF25
GO_Biological_Process_2023,Neurotransmitter Transport (GO:0006836),1/52,0.4074306117999475,0.6336864421523193,0,0,1.9459060005911912,1.7471991060741807,DVL1
GO_Biological_Process_2023,Regulation Of Protein Localization To Nucleus (GO:1900180),1/52,0.4074306117999475,0.6336864421523193,0,0,1.9459060005911912,1.7471991060741807,PARK7
GO_Biological_Process_2023,Cartilage Development (GO:0051216),1/52,0.4074306117999475,0.6336864421523193,0,0,1.9459060005911912,1.7471991060741807,HES5
GO_Biological_Process_2023,Regulation Of Proteolysis (GO:0030162),1/52,0.4074306117999475,0.6336864421523193,0,0,1.9459060005911912,1.7471991060741807,AURKAIP1
GO_Biological_Process_2023,Positive Regulation Of B Cell Activation (GO:0050871),1/52,0.4074306117999475,0.6336864421523193,0,0,1.9459060005911912,1.7471991060741807,TNFRSF4
GO_Biological_Process_2023,Glycoprotein Metabolic Process (GO:0009100),1/53,0.4133717413870322,0.638925201936388,0,0,1.9083880943177425,1.6858852917962188,PARK7
GO_Biological_Process_2023,Negative Regulation Of Viral Genome Replication (GO:0045071),1/53,0.4133717413870322,0.638925201936388,0,0,1.9083880943177425,1.6858852917962188,ISG15
GO_Biological_Process_2023,Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425),1/53,0.4133717413870322,0.638925201936388,0,0,1.9083880943177425,1.6858852917962188,HES5
GO_Biological_Process_2023,Translation (GO:0006412),3/234,0.4155023441451383,0.6408887088781119,0,0,1.290065264684554,1.1330217794351636,MRPL20;RPL22;AURKAIP1
GO_Biological_Process_2023,Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),1/54,0.4192535996279672,0.6453387019066851,0,0,1.8722859580923483,1.627539412897697,HES5
GO_Biological_Process_2023,"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",1/55,0.4250767749174149,0.6529529841514932,0,0,1.8375209380234503,1.5719724807707876,TPRG1L
GO_Biological_Process_2023,Regulation Of Mitotic Nuclear Division (GO:0007088),1/56,0.4308418497249187,0.6604468684054824,0,0,1.8040201005025125,1.5190105312629705,AURKAIP1
GO_Biological_Process_2023,Positive Regulation Of Mitochondrion Organization (GO:0010822),1/58,0.4421999998339941,0.6709551932308058,0,0,1.740544829410209,1.4202724160163902,PARK7
GO_Biological_Process_2023,Glycosaminoglycan Biosynthetic Process (GO:0006024),1/58,0.4421999998339941,0.6709551932308058,0,0,1.740544829410209,1.4202724160163902,B3GALT6
GO_Biological_Process_2023,Regulation Of Neuron Death (GO:1901214),1/58,0.4421999998339941,0.6709551932308058,0,0,1.740544829410209,1.4202724160163902,PARK7
GO_Biological_Process_2023,Positive Regulation Of Type II Interferon Production (GO:0032729),1/58,0.4421999998339941,0.6709551932308058,0,0,1.740544829410209,1.4202724160163902,ISG15
GO_Biological_Process_2023,Regulation Of Bone Mineralization (GO:0030500),1/58,0.4421999998339941,0.6709551932308058,0,0,1.740544829410209,1.4202724160163902,ISG15
GO_Biological_Process_2023,Positive Regulation Of Proteolysis (GO:0045862),1/59,0.4477942115947188,0.6739529043193243,0,0,1.7104487957026513,1.3742113392020114,AURKAIP1
GO_Biological_Process_2023,Phospholipid Transport (GO:0015914),1/59,0.4477942115947188,0.6739529043193243,0,0,1.7104487957026513,1.3742113392020114,CPTP
GO_Biological_Process_2023,Regulation Of Cell Death (GO:0010941),1/59,0.4477942115947188,0.6739529043193243,0,0,1.7104487957026513,1.3742113392020114,PARK7
GO_Biological_Process_2023,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),1/59,0.4477942115947188,0.6739529043193243,0,0,1.7104487957026513,1.3742113392020114,ISG15
GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),1/60,0.4533325962584122,0.6795428253772979,0,0,1.681372966527553,1.330183274831934,PARK7
GO_Biological_Process_2023,Negative Regulation Of Peptidase Activity (GO:0010466),1/60,0.4533325962584122,0.6795428253772979,0,0,1.681372966527553,1.330183274831934,PARK7
GO_Biological_Process_2023,Positive Regulation Of Interleukin-8 Production (GO:0032757),1/61,0.4588157080798082,0.6822708633122896,0,0,1.6532663316582914,1.288070804786777,PARK7
GO_Biological_Process_2023,Negative Regulation Of Viral Process (GO:0048525),1/61,0.4588157080798082,0.6822708633122896,0,0,1.6532663316582914,1.288070804786777,ISG15
GO_Biological_Process_2023,Positive Regulation Of Cell Junction Assembly (GO:1901890),1/61,0.4588157080798082,0.6822708633122896,0,0,1.6532663316582914,1.288070804786777,NPHP4
GO_Biological_Process_2023,Negative Regulation Of Autophagy (GO:0010507),1/61,0.4588157080798082,0.6822708633122896,0,0,1.6532663316582914,1.288070804786777,CPTP
GO_Biological_Process_2023,Cell Junction Organization (GO:0034330),1/62,0.4642440960951576,0.6862338325216121,0,0,1.6260812258011368,1.2477649663473405,DVL1
GO_Biological_Process_2023,Phosphatidylinositol-Mediated Signaling (GO:0048015),1/62,0.4642440960951576,0.6862338325216121,0,0,1.6260812258011368,1.2477649663473405,PLCH2
GO_Biological_Process_2023,Protein-Containing Complex Disassembly (GO:0032984),1/62,0.4642440960951576,0.6862338325216121,0,0,1.6260812258011368,1.2477649663473405,PEX10
GO_Biological_Process_2023,Oxidative Phosphorylation (GO:0006119),1/63,0.4696183035751055,0.6928032399276309,0,0,1.5997730588426,1.2091645247691418,MTCO2P12
GO_Biological_Process_2023,Positive Regulation Of Type I Interferon Production (GO:0032481),1/64,0.4749388686968527,0.6965146794865261,0,0,1.574300071787509,1.1721753146425786,ISG15
GO_Biological_Process_2023,Regulation Of Secretion By Cell (GO:1903530),1/64,0.4749388686968527,0.6965146794865261,0,0,1.574300071787509,1.1721753146425786,VAMP3
GO_Biological_Process_2023,Negative Regulation Of Cell Death (GO:0060548),1/64,0.4749388686968527,0.6965146794865261,0,0,1.574300071787509,1.1721753146425786,PARK7
GO_Biological_Process_2023,Fatty Acid Biosynthetic Process (GO:0006633),1/65,0.4802063242660991,0.6973756560979413,0,0,1.5496231155778897,1.1367096495006708,ACOT7
GO_Biological_Process_2023,Canonical Wnt Signaling Pathway (GO:0060070),1/65,0.4802063242660991,0.6973756560979413,0,0,1.5496231155778897,1.1367096495006708,DVL1
GO_Biological_Process_2023,Cellular Response To Light Stimulus (GO:0071482),1/65,0.4802063242660991,0.6973756560979413,0,0,1.5496231155778897,1.1367096495006708,NOC2L
GO_Biological_Process_2023,Monocarboxylic Acid Biosynthetic Process (GO:0072330),1/65,0.4802063242660991,0.6973756560979413,0,0,1.5496231155778897,1.1367096495006708,PARK7
GO_Biological_Process_2023,Regulation Of Cell-Matrix Adhesion (GO:0001952),1/65,0.4802063242660991,0.6973756560979413,0,0,1.5496231155778897,1.1367096495006708,AJAP1
GO_Biological_Process_2023,Response To Reactive Oxygen Species (GO:0000302),1/66,0.4854211976341649,0.703577416804383,0,0,1.525705450328566,1.1026857881843173,PEX10
GO_Biological_Process_2023,tRNA Modification (GO:0006400),1/67,0.4905840112592053,0.705569668702911,0,0,1.5025125628140703,1.0700274503610792,PUSL1
GO_Biological_Process_2023,Protein Secretion (GO:0009306),1/67,0.4905840112592053,0.705569668702911,0,0,1.5025125628140703,1.0700274503610792,PARK7
GO_Biological_Process_2023,Regulation Of Viral Genome Replication (GO:0045069),1/67,0.4905840112592053,0.705569668702911,0,0,1.5025125628140703,1.0700274503610792,ISG15
GO_Biological_Process_2023,Negative Regulation Of Cellular Catabolic Process (GO:0031330),1/67,0.4905840112592053,0.705569668702911,0,0,1.5025125628140703,1.0700274503610792,CPTP
GO_Biological_Process_2023,Protein Modification By Small Protein Conjugation (GO:0032446),4/364,0.4951585484143796,0.7074578260765297,0,0,1.1020408163265305,0.7745994380624209,RNF223;MIB2;KLHL21;ISG15
GO_Biological_Process_2023,Telomere Maintenance (GO:0000723),1/68,0.4956952821636893,0.7074578260765297,0,0,1.4800120003000077,1.0386633811930914,ZBTB48
GO_Biological_Process_2023,Aerobic Electron Transport Chain (GO:0019646),1/68,0.4956952821636893,0.7074578260765297,0,0,1.4800120003000077,1.0386633811930914,MTCO2P12
GO_Biological_Process_2023,Skin Development (GO:0043588),1/68,0.4956952821636893,0.7074578260765297,0,0,1.4800120003000077,1.0386633811930914,ERRFI1
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),3/266,0.4984290000410134,0.7092449888210225,0,0,1.1312462604466234,0.7876801272531928,SKI;C1QTNF12;PRKCZ
GO_Biological_Process_2023,Membrane Organization (GO:0061024),2/167,0.4993126955468189,0.7092449888210225,0,0,1.202020202020202,0.8348303583619261,CPTP;VAMP3
GO_Biological_Process_2023,Establishment Of Protein Localization To Membrane (GO:0090150),1/69,0.500755522308534,0.7092449888210225,0,0,1.4581732190363583,1.0085269537658983,ICMT
GO_Biological_Process_2023,Regulation Of Heart Contraction (GO:0008016),1/69,0.500755522308534,0.7092449888210225,0,0,1.4581732190363583,1.0085269537658983,RNF207
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),1/70,0.5057652387756465,0.7136270888027587,0,0,1.4369674459252786,0.9795558086095748,PARK7
GO_Biological_Process_2023,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),1/70,0.5057652387756465,0.7136270888027587,0,0,1.4369674459252786,0.9795558086095748,MTCO2P12
GO_Biological_Process_2023,Synapse Assembly (GO:0007416),1/71,0.5107249334696091,0.7169170339912546,0,0,1.416367552045944,0.9516915272016224,DVL1
GO_Biological_Process_2023,Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288),1/71,0.5107249334696091,0.7169170339912546,0,0,1.416367552045944,0.9516915272016224,SKI
GO_Biological_Process_2023,Heart Development (GO:0007507),2/171,0.5118910416934445,0.7169170339912546,0,0,1.1733309425617118,0.7857134223531504,DVL1;MMP23A
GO_Biological_Process_2023,Regulation Of Cellular Localization (GO:0060341),1/72,0.5156351033007534,0.7169170339912546,0,0,1.396347936867436,0.9248793332622998,DVL1
GO_Biological_Process_2023,Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),1/72,0.5156351033007534,0.7169170339912546,0,0,1.396347936867436,0.9248793332622998,SKI
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),1/72,0.5156351033007534,0.7169170339912546,0,0,1.396347936867436,0.9248793332622998,PARK7
GO_Biological_Process_2023,Protein Targeting To Membrane (GO:0006612),1/72,0.5156351033007534,0.7169170339912546,0,0,1.396347936867436,0.9248793332622998,ICMT
GO_Biological_Process_2023,Chemical Synaptic Transmission (GO:0007268),3/273,0.5157953425762584,0.7169170339912546,0,0,1.101522842639594,0.7292579272824005,DVL1;UTS2;GABRD
GO_Biological_Process_2023,Ubiquitin-Dependent ERAD Pathway (GO:0030433),1/73,0.5204962404113022,0.7207615225026396,0,0,1.3768844221105527,0.8990678202624621,UBE2J2
GO_Biological_Process_2023,Cellular Response To Reactive Oxygen Species (GO:0034614),1/73,0.5204962404113022,0.7207615225026396,0,0,1.3768844221105527,0.8990678202624621,PEX10
GO_Biological_Process_2023,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),2/175,0.5242613328384474,0.7233920143923462,0,0,1.1459683540608396,0.7400262452135655,MIB2;TNFRSF25
GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),1/74,0.5253088319278648,0.7233920143923462,0,0,1.3579541543333105,0.8742087038575203,TNFRSF4
GO_Biological_Process_2023,Negative Regulation Of Neuron Apoptotic Process (GO:0043524),1/74,0.5253088319278648,0.7233920143923462,0,0,1.3579541543333105,0.8742087038575203,PARK7
GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),2/176,0.5273210092073617,0.7248231584123329,0,0,1.1393242772553118,0.729105774961238,MMP23B;MMP23A
GO_Biological_Process_2023,Negative Regulation Of Phosphorylation (GO:0042326),1/75,0.5300733603880184,0.7259276718549149,0,0,1.3395355154149124,0.8502565938086776,PARK7
GO_Biological_Process_2023,Defense Response To Gram-negative Bacterium (GO:0050829),1/75,0.5300733603880184,0.7259276718549149,0,0,1.3395355154149124,0.8502565938086776,TNFRSF14
GO_Biological_Process_2023,Wnt Signaling Pathway (GO:0016055),1/76,0.5347903032317255,0.7310436255185973,0,0,1.321608040201005,0.8271687875669174,DVL1
GO_Biological_Process_2023,Positive Regulation Of Synaptic Transmission (GO:0050806),1/77,0.5394601334395485,0.7333901449132547,0,0,1.3041523406506217,0.8049050782659102,PRKCZ
GO_Biological_Process_2023,Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),1/77,0.5394601334395485,0.7333901449132547,0,0,1.3041523406506217,0.8049050782659102,DVL1
GO_Biological_Process_2023,Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034243),1/77,0.5394601334395485,0.7333901449132547,0,0,1.3041523406506217,0.8049050782659102,INTS11
GO_Biological_Process_2023,Negative Regulation Of Protein Modification Process (GO:0031400),1/78,0.544083319204552,0.7364899846424684,0,0,1.2871500358937544,0.7834275809102157,PARK7
GO_Biological_Process_2023,Cellular Response To Nutrient Levels (GO:0031669),1/78,0.544083319204552,0.7364899846424684,0,0,1.2871500358937544,0.7834275809102157,UTS2
GO_Biological_Process_2023,Vesicle Fusion (GO:0006906),1/79,0.5486603241296241,0.7364899846424684,0,0,1.2705836876691148,0.7627005714660321,VAMP3
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Membrane (GO:1905477),1/79,0.5486603241296241,0.7364899846424684,0,0,1.2705836876691148,0.7627005714660321,ARHGEF16
GO_Biological_Process_2023,Regulation Of Neuron Differentiation (GO:0045664),1/79,0.5486603241296241,0.7364899846424684,0,0,1.2705836876691148,0.7627005714660321,HES5
GO_Biological_Process_2023,Cellular Response To UV (GO:0034644),1/79,0.5486603241296241,0.7364899846424684,0,0,1.2705836876691148,0.7627005714660321,NOC2L
GO_Biological_Process_2023,Negative Regulation Of Cellular Component Organization (GO:0051129),1/79,0.5486603241296241,0.7364899846424684,0,0,1.2705836876691148,0.7627005714660321,PRKCZ
GO_Biological_Process_2023,Regulation Of Cytokinesis (GO:0032465),1/80,0.5531916072648388,0.7385801924951702,0,0,1.254436740665352,0.7426903392796255,KLHL21
GO_Biological_Process_2023,Glycoprotein Biosynthetic Process (GO:0009101),1/80,0.5531916072648388,0.7385801924951702,0,0,1.254436740665352,0.7426903392796255,B3GALT6
GO_Biological_Process_2023,Regulation Of Protein Localization To Plasma Membrane (GO:1903076),1/80,0.5531916072648388,0.7385801924951702,0,0,1.254436740665352,0.7426903392796255,ARHGEF16
GO_Biological_Process_2023,Spindle Assembly (GO:0051225),1/81,0.5576776229377498,0.7388061534236228,0,0,1.2386934673366834,0.7233650516865618,WRAP73
GO_Biological_Process_2023,Regulation Of Interleukin-8 Production (GO:0032677),1/81,0.5576776229377498,0.7388061534236228,0,0,1.2386934673366834,0.7233650516865618,PARK7
GO_Biological_Process_2023,Activation Of Protein Kinase Activity (GO:0032147),1/81,0.5576776229377498,0.7388061534236228,0,0,1.2386934673366834,0.7233650516865618,PARK7
GO_Biological_Process_2023,Macromolecule Modification (GO:0043412),1/81,0.5576776229377498,0.7388061534236228,0,0,1.2386934673366834,0.7233650516865618,ICMT
GO_Biological_Process_2023,DNA Repair (GO:0006281),3/291,0.5589305523233701,0.7388061534236228,0,0,1.031725888324873,0.6001859516754368,PARK7;FAAP20;TP73
GO_Biological_Process_2023,Cellular Response To Organic Substance (GO:0071310),1/82,0.5621188211968801,0.7388061534236228,0,0,1.2233389168062534,0.7046946278996441,PARK7
GO_Biological_Process_2023,Sodium Ion Transmembrane Transport (GO:0035725),1/82,0.5621188211968801,0.7388061534236228,0,0,1.2233389168062534,0.7046946278996441,SCNN1D
GO_Biological_Process_2023,Defense Response To Virus (GO:0051607),2/189,0.5658777669000009,0.7388061534236228,0,0,1.05941770647653,0.603208270014294,ISG15;ATAD3A
GO_Biological_Process_2023,Epigenetic Regulation Of Gene Expression (GO:0040029),1/83,0.5665156476761636,0.7388061534236228,0,0,1.208358867508273,0.6866506239569532,NOC2L
GO_Biological_Process_2023,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),1/83,0.5665156476761636,0.7388061534236228,0,0,1.208358867508273,0.6866506239569532,DVL1
GO_Biological_Process_2023,Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),1/83,0.5665156476761636,0.7388061534236228,0,0,1.208358867508273,0.6866506239569532,DVL1
GO_Biological_Process_2023,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),1/83,0.5665156476761636,0.7388061534236228,0,0,1.208358867508273,0.6866506239569532,PLCH2
GO_Biological_Process_2023,Regulation Of Cell Division (GO:0051302),1/83,0.5665156476761636,0.7388061534236228,0,0,1.208358867508273,0.6866506239569532,KLHL21
GO_Biological_Process_2023,Regulation Of Interleukin-1 Beta Production (GO:0032651),1/84,0.5708685433147935,0.7388061534236228,0,0,1.1937397832536174,0.6692061267801053,CPTP
GO_Biological_Process_2023,Protein Localization To Membrane (GO:0072657),2/192,0.5744500370339674,0.7388061534236228,0,0,1.0425305688463584,0.5779186403259151,DVL1;AGRN
GO_Biological_Process_2023,Positive Regulation Of Protein Localization (GO:1903829),1/85,0.5751779449472499,0.7388061534236228,0,0,1.1794687724335966,0.6523356544527062,PARK7
GO_Biological_Process_2023,Integrin-Mediated Signaling Pathway (GO:0007229),1/85,0.5751779449472499,0.7388061534236228,0,0,1.1794687724335966,0.6523356544527062,ISG15
GO_Biological_Process_2023,Regulation Of Osteoblast Differentiation (GO:0045667),1/85,0.5751779449472499,0.7388061534236228,0,0,1.1794687724335966,0.6523356544527062,SKI
GO_Biological_Process_2023,Macromolecule Catabolic Process (GO:0009057),1/85,0.5751779449472499,0.7388061534236228,0,0,1.1794687724335966,0.6523356544527062,DFFB
GO_Biological_Process_2023,Cellular Respiration (GO:0045333),1/85,0.5751779449472499,0.7388061534236228,0,0,1.1794687724335966,0.6523356544527062,MTCO2P12
GO_Biological_Process_2023,Mitotic Spindle Organization (GO:0007052),1/85,0.5751779449472499,0.7388061534236228,0,0,1.1794687724335966,0.6523356544527062,WRAP73
GO_Biological_Process_2023,Defense Response To Gram-positive Bacterium (GO:0050830),1/85,0.5751779449472499,0.7388061534236228,0,0,1.1794687724335966,0.6523356544527062,TNFRSF14
GO_Biological_Process_2023,Exocytosis (GO:0006887),1/86,0.5794442849420854,0.7430051502269426,0,0,1.1655335501034585,0.636015065932131,VAMP3
GO_Biological_Process_2023,Regulation Of Programmed Cell Death (GO:0043067),2/195,0.5828991415938182,0.7437301025514463,0,0,1.0261684199508034,0.5538652785208128,TNFRSF25;CCNL2
GO_Biological_Process_2023,Glucose Homeostasis (GO:0042593),1/87,0.5836679914950987,0.7437301025514463,0,0,1.1519224027112305,0.6202214761277236,PARK7
GO_Biological_Process_2023,Regulation Of Type II Interferon Production (GO:0032649),1/87,0.5836679914950987,0.7437301025514463,0,0,1.1519224027112305,0.6202214761277236,ISG15
GO_Biological_Process_2023,Negative Regulation Of Neuron Death (GO:1901215),1/88,0.5878494885157634,0.7437301025514463,0,0,1.138624155259054,0.6049331780092367,PARK7
GO_Biological_Process_2023,Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),1/88,0.5878494885157634,0.7437301025514463,0,0,1.138624155259054,0.6049331780092367,AGRN
GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),1/88,0.5878494885157634,0.7437301025514463,0,0,1.138624155259054,0.6049331780092367,TNFRSF18
GO_Biological_Process_2023,ERAD Pathway (GO:0036503),1/89,0.591989195722158,0.7437301025514463,0,0,1.1256281407035176,0.5901295699518402,UBE2J2
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),1/89,0.591989195722158,0.7437301025514463,0,0,1.1256281407035176,0.5901295699518402,PARK7
GO_Biological_Process_2023,Organic Anion Transport (GO:0015711),1/89,0.591989195722158,0.7437301025514463,0,0,1.1256281407035176,0.5901295699518402,CPTP
GO_Biological_Process_2023,Cellular Response To Chemical Stress (GO:0062197),1/89,0.591989195722158,0.7437301025514463,0,0,1.1256281407035176,0.5901295699518402,PARK7
GO_Biological_Process_2023,Cellular Response To Peptide Hormone Stimulus (GO:0071375),1/89,0.591989195722158,0.7437301025514463,0,0,1.1256281407035176,0.5901295699518402,SCNN1D
