Gene_ID,log2FoldChange,pvalue,padj
ENSG00000188807,0.12999199629218783,0.6784705804334296,
ENSG00000171608,-0.0707714462360256,0.8419043406842889,
ENSG00000179840,-0.11506848199507735,0.8638675448151583,
ENSG00000233268,0.08333333333333331,0.8511627527132343,
ENSG00000231789,0.353759374819711,0.4330730350131821,
ENSG00000171603,-0.216202114937035,0.5423991575264994,
ENSG00000271264,0.5409877580274727,0.242827084455309,
ENSG00000280113,-0.1575497323556554,0.8245390523971314,
ENSG00000178585,-0.008445625010316427,0.9872836790132327,
ENSG00000223989,0.0,,
ENSG00000285701,-0.04080199982821053,0.9321458361281751,
ENSG00000162441,0.16069049862773532,0.609451064710587,
ENSG00000228150,0.29440207311549815,0.7483106427387921,
ENSG00000173614,-0.052845567930150494,0.8753110096541092,
ENSG00000202415,1.0160419429677336,0.4634385902930749,
ENSG00000283611,-0.014141314959220885,0.985113465690641,
ENSG00000265521,-0.21882785681478845,0.7902615466160186,
ENSG00000241326,0.0,,
ENSG00000162444,1.3474937501201927,0.467645330894181,
ENSG00000130939,-0.09477134389986652,0.6639798516822215,
ENSG00000224340,-0.5600559822354628,0.38938408055498186,
ENSG00000233623,-0.1948518251856679,0.7831395134896061,
ENSG00000201746,0.21541354172676297,0.7387883770069738,
ENSG00000054523,0.04868582829021051,0.6914571016144394,
ENSG00000264881,-0.16666666666666669,0.7227877080390916,
ENSG00000199562,0.3820802083934296,0.6039935395160055,
ENSG00000264501,0.0,,
ENSG00000284735,-0.07136217230789299,0.8279029694781965,
ENSG00000284642,-0.1528370444039755,0.6758628184123027,
ENSG00000142657,0.3900645036123196,0.3092037838883082,
ENSG00000271989,0.0,,
ENSG00000251503,-0.4166666666666667,0.3734797469866554,
ENSG00000175279,0.35290959692469626,0.07863070187523305,
ENSG00000241563,-1.5547138565559544,0.21491768477701348,
ENSG00000160049,-0.03676948824749626,0.9368857519980494,
ENSG00000203469,0.0,,
ENSG00000142655,-0.4094412835567489,0.2113400378503853,
ENSG00000243267,0.727680618805282,0.3482651305639493,
